config,seed,output_file,log_file,best_solution,time_found,bit_count,selected_size,a_count,c_count,g_count,t_count,count_min1,count_min2,count_min3,count_min4,min_sum,max_sum
legacy_redumis,256,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_256.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_256.txt,128,10008.5,17440,128,196,240,272,316,196,240,272,316,8,18
legacy_redumis,257,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_257.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_257.txt,126,10055.3,17440,126,198,224,280,306,198,224,280,306,6,19
legacy_redumis,258,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_258.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_258.txt,128,10111.7,17440,128,196,232,280,316,196,232,280,316,8,19
legacy_redumis,259,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_259.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_259.txt,136,10010.7,17440,136,198,242,302,346,198,242,302,346,7,20
legacy_redumis,260,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_260.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_260.txt,136,10013.0,17440,136,196,250,294,348,196,250,294,348,8,20
legacy_redumis,261,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_261.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_261.txt,136,10011.5,17440,136,200,246,298,344,200,246,298,344,8,20
legacy_redumis,262,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_262.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_262.txt,136,10010.1,17440,136,204,256,288,340,204,256,288,340,7,18
legacy_redumis,263,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_263.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_263.txt,136,10010.1,17440,136,210,242,302,334,210,242,302,334,7,20
legacy_redumis,264,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_264.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_264.txt,136,10013.0,17440,136,208,260,284,336,208,260,284,336,8,20
legacy_redumis,265,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_265.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_265.txt,136,10007.0,17440,136,196,264,280,348,196,264,280,348,7,19
legacy_redumis,266,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_266.txt,/home/vandriel/Documents/GitHub/KaMIS/test/results8/output_8_log_266.txt,136,10008.3,17440,136,214,246,298,330,214,246,298,330,7,19
